id;age;income;marital_status;children;budget;city;property_type;bought
1661;39.0;119600.0;married;2.0;425184.0;Casablanca;villa;1
1662;24.0;118033.0;divorced;3.0;481539.0;Casablanca;apartment;0
1663;62.0;24471.0;married;1.0;71081.0;Rabat;studio;0
1664;44.0;44608.0;married;4.0;156758.0;Casablanca;apartment;0
1665;50.0;35442.0;married;4.0;170465.0;Rabat;duplex;0
1666;43.0;83878.0;married;3.0;348774.0;Rabat;duplex;0
1667;45.0;75904.0;married;4.0;213713.0;Casablanca;duplex;1
1668;29.0;92150.0;married;1.0;431563.0;Rabat;villa;0
1669;27.0;86155.0;single;0.0;406139.0;Agadir;villa;1
1670;36.0;22191.0;single;0.0;84635.0;Casablanca;studio;0
1671;25.0;89881.0;single;0.0;437532.0;Agadir;villa;0
1672;65.0;41710.0;married;4.0;127868.0;Casablanca;apartment;1
1673;49.0;46502.0;single;1.0;226569.0;Rabat;apartment;0
1674;48.0;82461.0;married;1.0;354901.0;Rabat;villa;0
1675;57.0;107571.0;single;1.0;433811.0;Marrakech;villa;0
1676;31.0;83036.0;married;1.0;288807.0;Casablanca;duplex;0
1677;34.0;52580.0;married;0.0;161197.0;Rabat;apartment;0
1678;59.0;108121.0;single;0.0;452010.0;Rabat;villa;0
1679;41.0;88713.0;single;0.0;326266.0;Tangier;villa;0
1680;61.0;79554.0;single;1.0;348894.0;Rabat;apartment;1
1681;24.0;70004.0;married;2.0;194757.0;Tangier;apartment;0
1682;53.0;119412.0;single;0.0;324971.0;Agadir;apartment;1
1683;37.0;107151.0;married;3.0;380834.0;Marrakech;apartment;0
1684;39.0;52986.0;married;2.0;188053.0;Rabat;duplex;0
1685;28.0;113466.0;married;1.0;449831.0;Casablanca;villa;1
1686;28.0;112868.0;married;4.0;518462.0;Tangier;duplex;1
1687;64.0;70146.0;single;0.0;322356.0;Marrakech;villa;0
1688;37.0;67277.0;married;4.0;239141.0;Tangier;duplex;0
1689;63.0;77703.0;married;4.0;361981.0;Marrakech;apartment;1
1690;62.0;117568.0;married;0.0;357418.0;Casablanca;villa;1
1691;28.0;58309.0;divorced;0.0;252049.0;Rabat;villa;1
1692;44.0;52597.0;single;0.0;174163.0;Rabat;duplex;0
1693;57.0;91732.0;married;3.0;402088.0;Casablanca;apartment;1
1694;43.0;66111.0;married;1.0;217593.0;Rabat;apartment;1
1695;62.0;73223.0;single;0.0;217141.0;Tangier;apartment;1
1696;53.0;65953.0;single;0.0;224481.0;Casablanca;duplex;0
1697;29.0;44876.0;married;4.0;190748.0;Agadir;apartment;0
1698;33.0;72162.0;married;0.0;216236.0;Marrakech;duplex;1
1699;64.0;73036.0;married;1.0;313304.0;Agadir;villa;0
1700;46.0;33582.0;married;2.0;135454.0;Marrakech;apartment;0
1701;24.0;52231.0;married;2.0;134019.0;Casablanca;duplex;1
1702;37.0;49600.0;married;1.0;142026.0;Rabat;apartment;0
1703;61.0;83343.0;married;3.0;324271.0;Agadir;villa;0
1704;55.0;96139.0;single;0.0;457223.0;Tangier;duplex;1
1705;45.0;54544.0;married;2.0;259091.0;Casablanca;villa;0
1706;30.0;62160.0;married;1.0;279029.0;Agadir;villa;1
1707;54.0;112845.0;married;2.0;311680.0;Agadir;villa;0
1708;63.0;92623.0;married;1.0;339298.0;Agadir;apartment;0
1709;50.0;85160.0;married;0.0;415828.0;Casablanca;villa;0
1710;63.0;27542.0;married;3.0;128592.0;Casablanca;apartment;0
1711;39.0;94678.0;single;1.0;243222.0;Agadir;apartment;1
1712;30.0;71936.0;single;0.0;276665.0;Rabat;villa;0
1713;54.0;73364.0;single;0.0;308371.0;Rabat;apartment;1
1714;25.0;113338.0;married;4.0;317256.0;Marrakech;duplex;0
1715;32.0;116017.0;single;1.0;514458.0;Casablanca;apartment;0
1716;53.0;115507.0;single;0.0;561984.0;Agadir;duplex;1
1717;48.0;69976.0;married;1.0;323160.0;Casablanca;villa;0
1718;49.0;53031.0;married;1.0;167114.0;Casablanca;apartment;1
1719;62.0;30691.0;single;0.0;116922.0;Marrakech;duplex;0
1720;57.0;27752.0;married;0.0;81071.0;Agadir;studio;0
1721;41.0;23624.0;married;4.0;92332.0;Marrakech;apartment;0
1722;61.0;85300.0;single;0.0;286874.0;Casablanca;villa;0
1723;50.0;112585.0;married;1.0;424256.0;Tangier;villa;0
1724;56.0;35765.0;married;2.0;173016.0;Marrakech;apartment;0
1725;55.0;41939.0;divorced;3.0;125099.0;Casablanca;duplex;1
1726;51.0;106309.0;married;3.0;474154.0;Marrakech;duplex;0
1727;37.0;67932.0;single;1.0;253177.0;Tangier;villa;0
1728;52.0;106462.0;married;4.0;292445.0;Agadir;villa;1
1729;55.0;93793.0;married;4.0;356805.0;Agadir;duplex;0
1730;30.0;78707.0;married;2.0;382564.0;Tangier;villa;0
1731;53.0;23123.0;married;2.0;90252.0;Agadir;studio;0
1732;40.0;109660.0;married;4.0;502039.0;Casablanca;apartment;0
1733;59.0;118022.0;divorced;1.0;484165.0;Marrakech;villa;0
1734;41.0;70449.0;single;1.0;185357.0;Tangier;duplex;0
1735;33.0;86682.0;single;0.0;414050.0;Marrakech;villa;0
1736;36.0;113377.0;single;0.0;423824.0;Agadir;duplex;0
1737;46.0;47004.0;divorced;0.0;226125.0;Marrakech;duplex;1
1738;43.0;43207.0;divorced;1.0;148176.0;Tangier;apartment;0
1739;37.0;101495.0;married;3.0;426379.0;Rabat;villa;1
1740;39.0;73635.0;married;3.0;335693.0;Tangier;villa;1
1741;53.0;53216.0;married;3.0;138600.0;Tangier;apartment;1
1742;26.0;103571.0;single;0.0;463788.0;Marrakech;villa;0
1743;38.0;109247.0;married;3.0;350903.0;Rabat;villa;0
1744;28.0;119744.0;single;0.0;564002.0;Marrakech;villa;0
1745;30.0;87924.0;divorced;3.0;325059.0;Marrakech;villa;1
1746;33.0;30958.0;married;0.0;96105.0;Agadir;studio;1
1747;50.0;98250.0;married;4.0;433967.0;Casablanca;duplex;1
1748;24.0;94553.0;single;0.0;439550.0;Rabat;apartment;0
1749;34.0;104428.0;single;0.0;508256.0;Agadir;villa;0
1750;34.0;64025.0;married;3.0;164113.0;Tangier;apartment;0
1751;55.0;57723.0;married;1.0;223261.0;Rabat;apartment;1
1752;48.0;87901.0;married;4.0;378080.0;Rabat;villa;0
1753;28.0;109694.0;single;0.0;428550.0;Tangier;duplex;0
1754;36.0;119899.0;married;4.0;463284.0;Marrakech;duplex;1
1755;58.0;104513.0;single;0.0;362337.0;Casablanca;duplex;1
1756;44.0;103453.0;married;1.0;376109.0;Rabat;villa;0
1757;33.0;70915.0;divorced;1.0;242543.0;Marrakech;apartment;0
1758;24.0;80284.0;married;4.0;371651.0;Tangier;villa;1
1759;35.0;73188.0;married;3.0;267242.0;Tangier;villa;0
1760;45.0;64276.0;single;0.0;276918.0;Casablanca;villa;1
1761;58.0;45506.0;divorced;2.0;216193.0;Agadir;duplex;1
1762;45.0;104410.0;single;0.0;383767.0;Agadir;duplex;0
1763;61.0;74017.0;single;0.0;287129.0;Casablanca;duplex;1
1764;49.0;43634.0;divorced;0.0;184786.0;Tangier;apartment;0
1765;65.0;93841.0;married;3.0;369515.0;Casablanca;villa;0
1766;37.0;116792.0;single;1.0;384308.0;Agadir;villa;1
1767;24.0;108629.0;single;0.0;277402.0;Marrakech;villa;0
1768;44.0;46608.0;married;1.0;152357.0;Marrakech;apartment;1
1769;59.0;78538.0;married;1.0;253234.0;Marrakech;apartment;0
1770;31.0;41398.0;married;4.0;197699.0;Tangier;apartment;0
1771;52.0;111732.0;divorced;1.0;551990.0;Casablanca;apartment;0
1772;24.0;37773.0;married;3.0;130257.0;Casablanca;duplex;0
1773;45.0;77794.0;married;1.0;281484.0;Marrakech;apartment;1
1774;58.0;65066.0;married;0.0;306866.0;Marrakech;villa;1
1775;65.0;71592.0;divorced;0.0;356688.0;Casablanca;apartment;0
1776;27.0;66492.0;married;3.0;168882.0;Agadir;apartment;0
1777;38.0;45168.0;married;4.0;215031.0;Marrakech;apartment;1
1778;25.0;105118.0;single;0.0;380771.0;Tangier;villa;0
1779;64.0;80042.0;married;2.0;310417.0;Casablanca;apartment;1
1780;22.0;116290.0;married;2.0;401395.0;Tangier;villa;0
1781;65.0;55426.0;married;2.0;189389.0;Agadir;duplex;1
1782;48.0;112704.0;single;1.0;484378.0;Agadir;villa;0
1783;27.0;78965.0;divorced;0.0;356423.0;Rabat;apartment;1
1784;23.0;36846.0;married;0.0;114495.0;Casablanca;apartment;0
1785;37.0;31453.0;married;0.0;135492.0;Rabat;duplex;1
1786;31.0;96382.0;married;3.0;392998.0;Rabat;duplex;0
1787;29.0;27361.0;married;1.0;131196.0;Marrakech;apartment;1
1788;27.0;20503.0;married;1.0;62032.0;Marrakech;studio;1
1789;34.0;82396.0;married;3.0;330708.0;Casablanca;villa;1
1790;59.0;28030.0;married;4.0;70517.0;Casablanca;apartment;0
1791;56.0;95423.0;divorced;0.0;406231.0;Marrakech;villa;1
1792;36.0;41289.0;single;0.0;133850.0;Tangier;apartment;0
1793;49.0;52892.0;married;1.0;202384.0;Rabat;apartment;0
1794;25.0;28229.0;married;0.0;114316.0;Tangier;apartment;1
1795;50.0;21572.0;divorced;0.0;71101.0;Rabat;apartment;1
1796;26.0;94606.0;single;0.0;343132.0;Tangier;villa;0
1797;53.0;61087.0;married;1.0;187554.0;Casablanca;apartment;0
1798;51.0;80508.0;single;0.0;391513.0;Tangier;villa;1
1799;50.0;40012.0;single;0.0;142002.0;Marrakech;duplex;1
1800;46.0;102862.0;single;0.0;368858.0;Casablanca;villa;1
1801;35.0;32431.0;single;0.0;103040.0;Casablanca;apartment;0
1802;41.0;92001.0;single;0.0;369573.0;Tangier;villa;1
1803;32.0;83876.0;divorced;0.0;283788.0;Marrakech;villa;0
1804;52.0;99667.0;single;0.0;484216.0;Casablanca;villa;0
1805;41.0;102773.0;single;0.0;432689.0;Tangier;duplex;0
1806;55.0;56948.0;single;0.0;240393.0;Casablanca;apartment;1
1807;26.0;22321.0;married;3.0;69536.0;Rabat;apartment;1
1808;42.0;103082.0;divorced;3.0;460468.0;Agadir;villa;1
1809;34.0;36663.0;divorced;1.0;156560.0;Agadir;apartment;1
1810;53.0;93832.0;married;0.0;308111.0;Marrakech;villa;0
1811;42.0;30657.0;married;3.0;122827.0;Rabat;apartment;0
1812;34.0;56203.0;married;2.0;259625.0;Marrakech;villa;0
1813;22.0;62888.0;single;0.0;245558.0;Rabat;duplex;0
1814;42.0;99268.0;married;1.0;452695.0;Casablanca;apartment;0
1815;29.0;58747.0;married;1.0;223752.0;Agadir;apartment;1
1816;49.0;111835.0;married;0.0;362954.0;Casablanca;villa;0
1817;63.0;104408.0;married;0.0;357240.0;Casablanca;villa;0
1818;32.0;97836.0;married;2.0;270943.0;Rabat;villa;0
1819;60.0;79419.0;single;0.0;262639.0;Marrakech;villa;1
1820;57.0;82534.0;single;0.0;354999.0;Agadir;villa;0
1821;42.0;71843.0;single;0.0;316204.0;Rabat;villa;1
1822;24.0;87070.0;single;0.0;246379.0;Marrakech;duplex;0
1823;28.0;88521.0;single;0.0;241631.0;Rabat;duplex;0
1824;48.0;65032.0;married;3.0;227703.0;Marrakech;apartment;1
1825;47.0;111040.0;single;0.0;503667.0;Tangier;villa;1
1826;38.0;49805.0;single;0.0;193951.0;Marrakech;apartment;1
1827;52.0;25556.0;single;0.0;124583.0;Casablanca;apartment;0
1828;62.0;107852.0;single;0.0;347725.0;Marrakech;duplex;1
1829;57.0;28907.0;single;0.0;87359.0;Agadir;studio;0
1830;27.0;96229.0;married;4.0;456745.0;Casablanca;villa;0
1831;22.0;102271.0;married;2.0;323597.0;Rabat;villa;0
1832;34.0;118850.0;married;2.0;355293.0;Rabat;villa;1
1833;50.0;23777.0;married;4.0;105214.0;Casablanca;apartment;0
1834;28.0;117362.0;divorced;1.0;352127.0;Agadir;duplex;0
1835;65.0;48094.0;married;2.0;163632.0;Marrakech;apartment;0
1836;38.0;48417.0;married;2.0;122538.0;Casablanca;duplex;0
1837;46.0;114367.0;single;1.0;457986.0;Casablanca;apartment;0
1838;60.0;57400.0;married;1.0;154646.0;Marrakech;duplex;1
1839;61.0;26557.0;married;2.0;128148.0;Rabat;apartment;1
1840;32.0;32744.0;single;0.0;97477.0;Tangier;apartment;0
1841;39.0;74720.0;married;2.0;330718.0;Marrakech;villa;0
1842;35.0;35771.0;divorced;0.0;168149.0;Tangier;apartment;0
1843;37.0;79669.0;married;4.0;337581.0;Rabat;villa;1
1844;52.0;28294.0;married;1.0;85976.0;Tangier;apartment;0
1845;53.0;76687.0;married;3.0;225272.0;Marrakech;apartment;0
1846;26.0;56808.0;married;3.0;170807.0;Rabat;apartment;0
1847;34.0;50778.0;married;0.0;253361.0;Marrakech;apartment;1
1848;49.0;93261.0;divorced;3.0;417800.0;Marrakech;villa;0
1849;45.0;79802.0;married;4.0;232202.0;Rabat;duplex;0
1850;42.0;116363.0;married;3.0;341514.0;Tangier;villa;1
1851;40.0;39350.0;married;3.0;164848.0;Tangier;apartment;0
1852;60.0;53187.0;married;2.0;255925.0;Tangier;villa;0
1853;65.0;41532.0;married;2.0;156404.0;Casablanca;apartment;0
1854;32.0;95195.0;single;0.0;286968.0;Tangier;villa;0
1855;29.0;85717.0;married;4.0;236539.0;Marrakech;apartment;0
1856;32.0;116955.0;single;0.0;390307.0;Marrakech;villa;1
1857;45.0;91886.0;divorced;3.0;280038.0;Rabat;duplex;1
1858;28.0;49597.0;married;3.0;143298.0;Casablanca;duplex;1
1859;54.0;34129.0;married;0.0;144616.0;Rabat;apartment;0
1860;35.0;91036.0;married;1.0;232939.0;Marrakech;apartment;0
1861;65.0;29350.0;single;0.0;82103.0;Rabat;apartment;0
1862;60.0;59349.0;single;0.0;193446.0;Agadir;apartment;0
1863;61.0;97769.0;single;0.0;252126.0;Rabat;villa;0
1864;52.0;70299.0;married;0.0;250036.0;Agadir;duplex;0
1865;65.0;84265.0;divorced;3.0;218809.0;Tangier;duplex;0
1866;38.0;91268.0;single;0.0;417694.0;Marrakech;villa;1
1867;37.0;99116.0;divorced;0.0;327794.0;Agadir;duplex;1
1868;35.0;100441.0;married;0.0;422812.0;Agadir;apartment;1
1869;54.0;78252.0;single;0.0;249377.0;Agadir;apartment;1
1870;63.0;114939.0;single;0.0;487978.0;Tangier;villa;0
1871;32.0;25218.0;single;0.0;69959.0;Casablanca;apartment;0
1872;52.0;83733.0;single;0.0;365186.0;Casablanca;duplex;0
1873;33.0;49284.0;single;0.0;227388.0;Casablanca;duplex;1
1874;29.0;33308.0;single;0.0;164774.0;Agadir;apartment;0
1875;45.0;111608.0;married;4.0;529493.0;Rabat;duplex;0
1876;52.0;24395.0;single;0.0;86739.0;Marrakech;studio;1
1877;64.0;66876.0;married;4.0;320883.0;Casablanca;villa;0
1878;58.0;44483.0;married;3.0;184589.0;Agadir;apartment;0
1879;26.0;106017.0;single;0.0;413377.0;Casablanca;villa;0
1880;47.0;21467.0;single;0.0;54320.0;Agadir;apartment;0
1881;22.0;59759.0;married;1.0;197134.0;Casablanca;duplex;1
1882;34.0;107036.0;married;3.0;324887.0;Casablanca;villa;1
1883;56.0;29295.0;single;0.0;110578.0;Marrakech;apartment;1
1884;26.0;94207.0;single;0.0;332906.0;Rabat;apartment;1
1885;48.0;27821.0;married;0.0;130109.0;Tangier;apartment;1
1886;45.0;71219.0;married;1.0;311335.0;Casablanca;villa;1
1887;54.0;73284.0;married;1.0;227426.0;Agadir;apartment;1
1888;49.0;98619.0;single;0.0;267465.0;Casablanca;duplex;0
1889;39.0;71546.0;single;0.0;355347.0;Rabat;villa;0
1890;42.0;60388.0;married;3.0;228182.0;Tangier;duplex;1
1891;59.0;111127.0;married;4.0;444325.0;Agadir;villa;0
1892;53.0;64880.0;married;4.0;264607.0;Rabat;duplex;1
1893;40.0;97913.0;married;2.0;471651.0;Rabat;apartment;0
1894;44.0;60153.0;single;0.0;252056.0;Rabat;villa;0
1895;64.0;44687.0;married;1.0;201342.0;Rabat;apartment;1
1896;56.0;92470.0;single;0.0;365660.0;Casablanca;villa;1
1897;40.0;103701.0;single;0.0;423474.0;Rabat;villa;1
1898;53.0;69151.0;single;0.0;219682.0;Agadir;apartment;0
1899;38.0;99427.0;single;0.0;342168.0;Agadir;apartment;0
1900;34.0;53398.0;divorced;3.0;258279.0;Agadir;villa;0
1901;58.0;75114.0;single;0.0;268102.0;Tangier;villa;0
1902;46.0;61044.0;single;0.0;207753.0;Marrakech;apartment;0
1903;28.0;91891.0;married;1.0;409804.0;Tangier;villa;1
1904;58.0;27848.0;single;0.0;113087.0;Rabat;apartment;0
1905;36.0;101043.0;married;2.0;486989.0;Rabat;apartment;0
1906;57.0;96561.0;single;0.0;435902.0;Tangier;villa;1
1907;32.0;31950.0;married;4.0;158046.0;Rabat;duplex;0
1908;37.0;73267.0;single;0.0;213507.0;Casablanca;duplex;0
1909;22.0;51296.0;married;3.0;202572.0;Agadir;duplex;0
1910;36.0;33155.0;married;3.0;141938.0;Tangier;apartment;1
1911;61.0;118394.0;single;0.0;376411.0;Tangier;villa;1
1912;43.0;62215.0;single;0.0;215870.0;Tangier;apartment;0
1913;26.0;98768.0;married;3.0;288496.0;Tangier;villa;0
1914;47.0;55932.0;single;0.0;172116.0;Agadir;duplex;1
1915;65.0;93834.0;single;0.0;340675.0;Marrakech;villa;0
1916;46.0;22686.0;married;3.0;108279.0;Marrakech;apartment;0
1917;39.0;68050.0;divorced;2.0;251535.0;Casablanca;villa;0
1918;55.0;98525.0;married;1.0;454668.0;Tangier;villa;1
1919;27.0;112681.0;divorced;0.0;455076.0;Agadir;villa;0
1920;38.0;79388.0;single;0.0;284981.0;Casablanca;villa;0
1921;55.0;28752.0;single;0.0;75628.0;Casablanca;studio;0
1922;49.0;42010.0;single;0.0;125545.0;Marrakech;apartment;0
1923;33.0;89986.0;single;0.0;396131.0;Casablanca;villa;1
1924;37.0;21146.0;single;0.0;67262.0;Marrakech;studio;1
1925;47.0;37688.0;single;0.0;173980.0;Casablanca;duplex;1
1926;58.0;56605.0;married;3.0;166297.0;Marrakech;duplex;0
1927;60.0;118895.0;single;1.0;337633.0;Rabat;villa;1
1928;65.0;118862.0;single;0.0;417175.0;Agadir;villa;1
1929;55.0;66391.0;married;4.0;285208.0;Tangier;duplex;0
1930;48.0;41875.0;married;3.0;117903.0;Marrakech;apartment;0
1931;45.0;59117.0;single;1.0;204333.0;Rabat;apartment;0
1932;34.0;118344.0;single;0.0;484752.0;Casablanca;villa;0
1933;30.0;105075.0;married;3.0;326912.0;Marrakech;apartment;1
1934;38.0;83802.0;single;0.0;287350.0;Casablanca;villa;0
1935;25.0;52160.0;divorced;0.0;168922.0;Marrakech;apartment;1
1936;63.0;76804.0;single;0.0;349668.0;Agadir;villa;1
1937;52.0;28880.0;single;0.0;138767.0;Casablanca;apartment;0
1938;57.0;55338.0;single;0.0;225595.0;Rabat;apartment;0
1939;61.0;80331.0;single;0.0;274725.0;Agadir;villa;1
1940;53.0;76807.0;married;0.0;319962.0;Agadir;duplex;0
1941;26.0;40097.0;divorced;3.0;133337.0;Tangier;duplex;1
1942;31.0;38639.0;married;1.0;105599.0;Tangier;apartment;0
1943;24.0;59703.0;single;0.0;211703.0;Casablanca;apartment;1
1944;31.0;75956.0;married;2.0;377962.0;Casablanca;villa;0
1945;24.0;54800.0;married;0.0;167015.0;Casablanca;duplex;0
1946;27.0;107741.0;married;2.0;435488.0;Rabat;apartment;1
1947;38.0;95634.0;married;2.0;390073.0;Rabat;villa;1
1948;59.0;88163.0;married;4.0;391949.0;Casablanca;villa;0
1949;52.0;55676.0;single;0.0;208628.0;Tangier;apartment;0
1950;38.0;33958.0;married;4.0;103879.0;Casablanca;duplex;0
1951;31.0;32923.0;married;4.0;112184.0;Tangier;apartment;0
1952;27.0;51784.0;single;0.0;249651.0;Marrakech;duplex;1
1953;25.0;77098.0;married;3.0;222436.0;Tangier;duplex;0
1954;45.0;35496.0;single;0.0;177284.0;Tangier;apartment;0
1955;37.0;57547.0;single;0.0;192222.0;Agadir;apartment;0
1956;27.0;33193.0;single;0.0;83687.0;Agadir;studio;1
1957;63.0;39908.0;divorced;0.0;146782.0;Marrakech;apartment;1
1958;45.0;108963.0;married;2.0;453846.0;Marrakech;villa;1
1959;43.0;33103.0;single;0.0;164537.0;Agadir;apartment;1
1960;32.0;71231.0;married;3.0;197227.0;Agadir;apartment;1
1961;26.0;100312.0;single;0.0;402794.0;Rabat;villa;1
1962;54.0;32598.0;married;1.0;137647.0;Marrakech;apartment;0
1963;32.0;111083.0;married;3.0;377335.0;Agadir;villa;1
1964;47.0;74784.0;married;1.0;335454.0;Rabat;duplex;0
1965;51.0;39493.0;married;0.0;106577.0;Agadir;duplex;0
1966;50.0;36529.0;single;0.0;161674.0;Rabat;apartment;1
1967;49.0;73723.0;single;0.0;358031.0;Agadir;duplex;0
1968;35.0;82026.0;married;2.0;237164.0;Casablanca;apartment;0
1969;38.0;71060.0;single;0.0;294602.0;Tangier;duplex;1
1970;50.0;37419.0;married;3.0;155139.0;Agadir;duplex;0
1971;32.0;52846.0;married;3.0;247784.0;Rabat;apartment;1
1972;37.0;87211.0;married;2.0;415845.0;Casablanca;villa;1
1973;62.0;67281.0;married;4.0;230946.0;Marrakech;apartment;1
1974;54.0;46438.0;single;0.0;192562.0;Agadir;apartment;0
1975;55.0;97396.0;married;4.0;291374.0;Marrakech;villa;1
1976;57.0;58036.0;married;3.0;151548.0;Rabat;apartment;0
1977;26.0;82195.0;married;3.0;396395.0;Agadir;villa;1
1978;59.0;49215.0;married;2.0;232727.0;Marrakech;duplex;1
1979;59.0;53310.0;single;0.0;163824.0;Casablanca;duplex;0
1980;47.0;20294.0;married;0.0;91444.0;Rabat;studio;1
1981;48.0;22142.0;married;2.0;97917.0;Marrakech;studio;0
1982;56.0;106676.0;married;0.0;494772.0;Tangier;villa;0
1983;56.0;105996.0;single;0.0;286103.0;Casablanca;apartment;0
1984;30.0;118226.0;married;1.0;489886.0;Rabat;villa;1
1985;35.0;115572.0;single;0.0;558138.0;Rabat;apartment;1
1986;62.0;28990.0;single;0.0;81276.0;Marrakech;apartment;0
1987;39.0;43458.0;single;0.0;121838.0;Agadir;apartment;0
1988;64.0;100526.0;single;0.0;449602.0;Rabat;villa;1
1989;56.0;52804.0;married;4.0;238195.0;Marrakech;duplex;0
1990;43.0;41016.0;married;4.0;122450.0;Rabat;apartment;1
1991;49.0;33575.0;married;3.0;101762.0;Casablanca;apartment;0
1992;59.0;118007.0;married;1.0;541212.0;Tangier;villa;0
1993;42.0;104217.0;single;1.0;270020.0;Casablanca;villa;0
1994;64.0;68829.0;married;3.0;301080.0;Marrakech;apartment;1
1995;27.0;37574.0;married;4.0;142829.0;Marrakech;apartment;0
1996;57.0;92299.0;married;2.0;258380.0;Marrakech;duplex;1
1997;37.0;60902.0;married;3.0;196934.0;Marrakech;apartment;0
1998;30.0;111213.0;single;0.0;320581.0;Rabat;apartment;1
1999;55.0;67682.0;single;0.0;219936.0;Marrakech;apartment;0
2000;33.0;113297.0;single;0.0;431931.0;Agadir;apartment;0
2001;23.0;0.0;single;2.0;20000.0;Rabat;Apartment;0
2002;23.0;200000.0;married;2.0;150000.0;Marrakech;Duplex;0
2003;45.0;25000.0;married;2.0;2000000.0;Tangier;villa;1
2004;23.0;25000.0;single;0.0;30000.0;Marrakech;duplex;0
2005;25.0;15000.0;married;2.0;25000.0;Tangier;apartment;0
